mid,ld,vrn,y,m,mo,ec,col,dd,tld,pav,rc,amfv,pn,ddob,ft,d,s,id
"8417060595037","04.05.2020 17:57:43","PM70 BFM","27.08.2008 18:10:59","Kia","Beetle","4687","White","The doors, after a brief rebellion, have taken up acting and are now auditioning for 'Escape from the Garage: The Sequel.'","TotalLoss/Repair","17707,83","13786,26","161697"," $C@L #Y! 8!$6 $3@6!$60! D@!C","31.01.1981","DIESEL/MHEV","5","2","23.08.2023 21:45:44"
"6926674794149","06.02.2023 22:43:29","HX67 PWR","03.06.2011 00:20:31","Volkswagen","Beetle","2602","Red","The exhaust pipe, in a moment of silliness, emitted bubbles instead of smoke, turning the car into a whimsical bubble-blowing machine on wheels.","TotalLoss/Repair","46503,12","24535,44","41357"," C@!L!#Y !9 2@!30@23@$F$Y","19.05.1955","PETROL/ALCOHOL","2","6","23.08.2023 21:45:44"
"5558865929147","12.01.2023 06:19:14","KB22 CMN","23.01.2012 07:03:03","Mini","Spyder","5005","Maroon","The cup holder, overwhelmed by its responsibilities, embarked on a soul-searching journey to find the true meaning of 'holding cups' and left the car without a safe spot for beverages.","TotalLoss/Repair","21012,54","6352,25","65225","#C@ L $Y$9@ 2!#9$#9@$5# 8#!KM","24.05.1961","ELECTRIC","4","6","23.08.2023 21:45:44"
"4196200420411","23.10.2019 14:46:15","VF61 XEF","23.06.2005 14:06:59","Audi","Focus","5653","Purple","The glove compartment, in a moment of quirkiness, developed a sentient hand that offered a high-five to the car's occupants every time it was opened.","TotalLoss","29343,15","33159,67","165723","!#C@!L#!Y!#5!@59$7@!8!$6@ L $B","","PETROL/ALCOHOL","6","5","23.08.2023 21:45:44"
"8995162544001","04.09.2022 09:06:02","DE71 VDA","06.09.2018 01:29:26","Ferrari","2","1932","Teal","The glove compartment, in a moment of whimsy, transformed into a miniature theater and played reruns of classic sitcoms to entertain the car's occupants.","TotalLoss/Repair","27018,60","5491,96","","!C@$L#@Y2#2$9$!3$#31@#T@!I","04.08.1954","PETROL","6","2","23.08.2023 21:45:44"
"5191934749792","06.06.2020 14:48:49","HQ79 YLA","24.09.2008 10:18:45","Polestar","Altima","2218","Olive","The rear seat, craving a more comfortable life, decided to take a vacation in the world of recliners and refused to return to an upright position.","TotalLoss/Repair","26826,52","10442,75","187453","C!#L!@Y6 !1#6# 0#!6#@9$ NX","18.07.2001","PETROL/ELECTRIC","0","8","23.08.2023 21:45:44"
"726604220336","07.11.2022 06:47:16","HM01 ZDB","26.11.2005 21:47:01","Chevrolet","Alpine","5128","Green","The radio, embracing its inner DJ, decided to remix every song into a polka version, resulting in a quirky and unconventional musical experience.","TotalLoss","26028,25","345,10","163668","$C@#L!$Y$7$1 @0!#7 96!H#$K","04.12.1972","DIESEL","","0","23.08.2023 21:45:44"
"9213913645431","","BJ55 WGP","26.10.2018 20:45:25","Aston Martin","Jetta","3923","Black","The exhaust pipe, in a moment of silliness, emitted bursts of soap bubbles instead of smoke, turning the car into a magical bubble-generating machine.","Repair","35110,81","15357,20","33897","!@C# L!$Y $5 !8#!0#!58!#5#B!$Y","23.08.1958","PETROL","3","3","23.08.2023 21:45:44"
"8753421966720","09.04.2019 02:58:24","WB24 ONF","28.09.2019 15:48:55","Jaguar","Spyder","3378","Navy","The hood ornament, feeling adventurous, sprouted wings and attempted to fly away, resulting in a comical struggle between the ornament and the car's hood.","TotalLoss","35691,15","4901,45","128286","#!C#!LY@#9#@6#$0#!1 !8@$7@!B H","13.11.1976","PETROL/ALCOHOL","0","9","23.08.2023 21:45:44"
"5790839805090","02.01.2023 11:57:49","AM78 ANP","31.07.2010 13:12:02","Volvo","Cruze","934","Brown","The CD player, in a moment of rebellion, played only catchy jingles from TV commercials, turning the car into a rolling advertisement jamboree.","TotalLoss","25829,29","12316,13","119195","@ C@ LY@#7@#8$0@#4# 8$5@!U@N","27.06.1960","PETROL/LPG","4","4","23.08.2023 21:45:44"
"9305444809796","29.03.2020 07:41:33","JM66 RPN","14.10.2012 11:10:43","Volkswagen","Colorado","2741","Pink","The side mirror, in a moment of rebellion, developed a sassy attitude and started complimenting the car's occupants on their impeccable style and flawless hairdos.","Repair","8019,76","10804,56","45977","@$CL@$Y@9#$0@4#$8@ 0# 2#@R! K","10.04.1990","PETROL/ELECTRIC","4","6","23.08.2023 21:45:44"
"9436241554329","12.02.2020 17:46:05","WY15 WFL","08.01.2021 06:55:28","Fiat","XTS","5933","Gray","The steering wheel, in a moment of rebellion, turned itself into a giant joystick and challenged the car's occupants to a game of virtual racing, providing a unique gaming experience on the road.","TotalLoss/Repair","5719,79","4094,96","95037","# C$L Y$#2$ 2$!5$@4@!5!$1!G!@X","10.03.1968","PETROL","0","9","23.08.2023 21:45:44"
"1127963686057","11.01.2019 22:41:59","YA05 FLI","23.02.2008 20:54:59","Fiat","F-150","1927","Cyan","The air conditioning, in a mischievous act, emitted gusts of wind at unexpected moments, giving the car's occupants spontaneous 'wind-in-the-hair' moments.","TotalLoss","23517,82","42241,14","5143"," !CL#Y @1!@7#!4# 27 !2RF","07.06.1963","PETROL","6","","23.08.2023 21:45:44"
"232108904085","27.01.2022 02:08:53","LD20 OUE","18.10.2016 11:46:57","Cadillac","Model T","3471","Navy","The cup holder, fed up with mediocre beverages, joined a biker gang in search of the ultimate caffeine thrill.","TotalLoss/Repair","27720,81","24238,85","5571","$ C@!LY@#1 #19@4 #2$#7S@!D","19.01.1966","DIESEL/ELECTRIC","3","8","23.08.2023 21:45:44"
"2946978587622","22.01.2021 23:35:48","LD80 ISC","25.11.2016 04:38:02","Ferrari","Jetta","6965","Maroon","The rearview mirror, tired of being constantly judged, decided to launch a campaign promoting self-love and body positivity for mirrors everywhere.","TotalLoss","44096,59","12421,87","73200"," $C$ L$@Y@!2@8$@8@ 8@ 5@4$!L$#H","16.01.1960","PETROL/ALCOHOL","0","7","23.08.2023 21:45:44"
"9197858464251","17.05.2021 07:05:11","","03.11.2015 05:57:42","Honda","1","3608","Maroon","The windshield, after a traumatic encounter with a swarm of love-struck bees, now features an avant-garde honeycomb pattern.","Repair","10875,47","","195829","@#C#LY0 #3#$9$8! 5$@4K$@Y","18.01.1981","ELECTRIC","2","9","23.08.2023 21:45:44"
"8397434585231","06.01.2021 20:42:18","ON20 HEL","05.08.2016 02:16:31","Ferrari","Land Cruiser","1425","Lime","The side mirror, feeling mischievous, developed the ability to reflect the thoughts and dreams of the car's occupants, turning the road into a window into their imagination.","TotalLoss/Repair","48209,43","10890,01","186829","! C@ L@ Y533 #8 7#$7M#M","27.11.1964","PETROL/ELECTRIC","2","3","23.08.2023 21:45:44"
"6159005446017","14.06.2022 10:49:19","EJ98 FDS","22.02.2016 10:34:07","Fiat","Jetta","6980","Navy","The CD player, in a moment of spontaneity, played songs in random genres and languages, turning every drive into a global musical adventure.","TotalLoss","40477,37","5921,41","91684","! C @LY#265@ 8!#7$#2$#UY","07.06.1987","PETROL/LPG","4","6","23.08.2023 21:45:44"
"5682913563275","18.10.2019 22:47:56","EA78 FXG","10.11.2008 12:43:41","Lamborghini","Golf","1162","White","The rearview mirror, in a moment of introspection, transformed into a motivational mirror that reflected inspiring quotes and compliments to boost the car's occupants' self-esteem.","TotalLoss","14321,94","4273,28","87320"," @CLY@#7#@2@0#3 !07L#@K","06.11.1965","DIESEL/MHEV","5","6","23.08.2023 21:45:44"
"112810053916","15.08.2020 17:25:49","PN82 IRQ","16.11.2007 23:39:20","Polestar","Alpine","6793","Blue","The radio, in a bid for attention, decided to play only catchy jingles from TV commercials and turned the car into a mobile advertising campaign.","TotalLoss","15086,55","21268,98","158191"," !C@L#Y#!9!$0!6#$1!@60 @G@A","22.02.2005","DIESEL/ELECTRIC","3","3","23.08.2023 21:45:44"
"7899954692439","26.01.2019 11:30:41","WS96 BVB","21.03.2019 02:07:43","Mini","Impala","4687","Lime","In an attempt to prove it could fly, the spare tire soared through the air but crash-landed in a parallel parking disaster.","Repair","36537,80","24119,27","184744","# C L$Y!$1!#5 !50@!62!C!@Y","16.07.2003","DIESEL/ELECTRIC","5","8","23.08.2023 21:45:44"
"4771064326338","26.06.2020 04:31:29","PF51 TTA","05.07.2010 17:47:59","Porsche","V90","5992","Lime","The hood ornament decided it was time to explore the world beyond cars and hitchhiked a ride with a migrating bird.","TotalLoss","30924,77","7731,93","159504"," #CL$@Y@#83!@10$!1# 1GZ","11.06.1955","PETROL/LPG","4","0","23.08.2023 21:45:44"
"4977547376861","25.09.2022 17:11:54","ZI43 MOZ","22.05.2012 22:13:09","Dodge","Beetle","2117","Purple","The front bumper, in an attempt to become a rock star, belted out a powerful rendition of 'Highway to Destruction' and shattered the car's dreams of safety.","TotalLoss","19490,69","33609,58","83103","!@C$ LY#@1!#5!@9$7#!59#M@R","11.03.1997","PETROL/LPG","4","5","23.08.2023 21:45:44"
"6109299136751","28.03.2022 07:31:01","DX28 ECO","10.01.2007 11:09:43","BMW","Roadster","2600","Purple","The steering wheel, in a moment of rebellion, turned itself into a giant joystick and challenged the car's occupants to a virtual racing game, turning every drive into an unexpected gaming session.","Repair","8968,10","33343,90","57780"," #CL@#Y@$5#$9$ 8!@6!$6 !7M!$T","10.01.2002","DIESEL/MHEV","4","0","23.08.2023 21:45:44"
"9388559175883","","KN41 NJU","18.10.2017 07:35:00","BMW","Wrangler","6994","Silver","The steering wheel, feeling like a stand-up comedian, told witty jokes and puns to keep the car's occupants entertained during long drives.","TotalLoss","24999,00","8491,90","131060","#C @LY$!78$#9$ 3 @0!@4#$I@J","02.01.1955","ELECTRIC","4","7","23.08.2023 21:45:44"
"4491108197998","17.03.2021 14:00:43","KL79 DZA","10.03.2007 07:01:41","Mini","CX-9","5494","Red","The car's tire, channeling its inner Houdini, decided to disappear without a trace, leaving the rest of the vehicle deflated.","TotalLoss/Repair","5205,48","6725,56","117917","$C#LY!#81#@50 6 !4$ T@$W","02.12.2004","DIESEL/MHEV","","5","23.08.2023 21:45:44"
"9569684322537","15.01.2019 02:06:47","YE54 CNK","29.06.2013 00:25:46","Maserati","Sentra","2122","Green","The steering wheel, inspired by rodeo shows, attempted a daring stunt and spun in circles like a bucking bronco, throwing the driver's hands into the air.","Repair","29518,31","41781,14","104688","@CL!#Y#@59#9$!2@ 2 @9 R#$Y","23.03.1976","ELECTRIC","3","8","23.08.2023 21:45:44"
"5442625376998","25.11.2019 07:06:10","UF84 IPV","28.09.2005 23:22:00","BMW","LeBaron","1605","Silver","In an attempt to prove it could fly, the spare tire soared through the air but crash-landed in a parallel parking disaster.","TotalLoss","49134,80","19442,52","44389"," #C@!LY! 8!$1$@1248!$HD","10.06.1979","","6","0","23.08.2023 21:45:44"
"471358928904","21.03.2023 03:26:14","GP77 WGL","12.12.2018 03:15:06","Mini","LeBaron","3545","Magenta","The glove compartment, in a moment of quirkiness, developed a sentient hand that offered a high-five to the car's occupants every time it was opened.","Repair","20702,08","3210,33","1545","#$C$!LY8#93$ 7# 54$@R$@X","25.02.1970","PETROL","5","0","23.08.2023 21:45:44"
"1948229903919","12.04.2021 18:41:41","WL36 DPE","20.04.2007 22:22:06","Ford","Roadster","3537","Blue","The front bumper, in an attempt to become a rock star, belted out a powerful rendition of 'Highway to Destruction' and shattered the car's dreams of safety.","Repair","36732,90","33069,60","61609","!$C @LY$#95!$55$3$#2!V! P","14.04.1968","PETROL/ELECTRIC","0","5","23.08.2023 21:45:44"
"9930896560352","20.12.2020 02:44:43","MB72 PLH","12.12.2021 10:36:17","Polestar","Fortwo","3154","Olive","The rearview mirror, feeling like a life coach, provided daily affirmations and motivational speeches to boost the car's occupants' confidence and optimism on the road.","TotalLoss","30238,99","35096,99","123958","!@C$LY@!8# 9#7$@0$ 4!#6#@J@#Z","27.09.1968","PETROL/LPG","3","8","23.08.2023 21:45:44"
"3536083092155","23.05.2020 18:59:33","TN86 NYT","14.10.2010 21:42:09","Mercedes Benz","Model 3","4710","Yellow","The trunk, aspiring to be a superhero's secret lair, transformed into a concealed storage space for crime-fighting gadgets and capes.","TotalLoss/Repair","18759,36","","108085","#@CLY@#9!5$!9$!1#!9 2 LA","26.06.1993","PETROL","5","0","23.08.2023 21:45:44"
"5079349412137","24.02.2023 21:56:37","FH34 WBT","31.03.2018 23:09:17","Audi","Ranchero","3458","Silver","The side mirror, in a fit of jealousy, attempted to reflect the beauty of the world and transformed into a mini art gallery, showcasing miniature landscapes and portraits.","TotalLoss","30618,98","24848,95","10689","!@CLY@$5 !5 #18#!8@$4! O!$Y","13.11.1982","PETROL/ELECTRIC","2","3","23.08.2023 21:45:44"
"9101532083899","19.12.2018 23:48:21","IM26 PJZ","03.11.2013 18:27:58","Chrysler","Fiesta","6071","Navy","The steering wheel, in a bid for efficiency, developed autopilot capabilities and attempted to take over the car's navigation, resulting in a comical struggle between the car's owner and the rebellious steering wheel.","TotalLoss","40361,69","4432,96","32923","#@C#L$!Y$@9$ 5$ 86@!6 $8@N@#A","12.06.1963","PETROL/LPG","4","2","23.08.2023 21:45:44"
"4614423247319","20.10.2019 04:13:06","SD33 TSH","05.10.2010 23:26:33","Jaguar","Land Cruiser","3333","Green","The exhaust pipe, in a moment of rebellion, emitted bursts of confetti and party streamers, turning the car into a mobile celebration on wheels.","Repair","40173,87","5641,95","101019","@C L$ Y$ 3$!9@$3!#5$ 4 #1$@Z@ K","28.01.1980","ELECTRIC","5","4","23.08.2023 21:45:44"
"2685974926860","02.01.2022 12:02:38","DC05 FPG","04.12.2006 08:51:15","Rolls Royce","XC90","1528","Indigo","The side mirror, in an attempt to become a fashionista, sported a collection of trendy sunglasses and became the envy of all the other mirrors on the road.","TotalLoss/Repair","33567,70","42019,93","179121","@CL @Y#3@!7$ 36 !57LY","04.11.1979","ELECTRIC","4","8","23.08.2023 21:45:44"
"8881796179146","17.01.2019 21:52:41","PT53 RCV","29.08.2008 06:52:31","Toyota","Focus","4007","Magenta","The glove compartment, feeling like a magician's hat, transformed into a portal to another dimension and temporarily stored all the car's belongings in an alternate realm.","Repair","16848,85","35860,48","180126","C $LY! 76#!0 !9!1@!9@!A$N","21.11.1974","PETROL/ELECTRIC","6","3","23.08.2023 21:45:44"
"1973093960496","09.03.2022 12:46:12","QD20 WMU","21.10.2003 04:06:21","Jaguar","Alpine","1205","Green","The steering wheel, feeling like a party host, transformed into a karaoke machine and encouraged the car's occupants to sing their hearts out during every drive.","Repair","","22687,03","88854","#@C$@L#$Y !6!0 22@6@$0 NZ","08.08.1980","DIESEL/ELECTRIC","4","0","24.08.2023 21:45:44"
"9961168852147","15.11.2018 13:18:42","ZJ41 DAA","19.06.2004 06:13:16","Polestar","A8","2124","Black","The windshield wipers, in a moment of synchronization, developed a dance routine inspired by popular dance crazes, turning the car's windshield into a stage for their lively performances.","TotalLoss","28439,89","39957,79","23240","#!C #L@$Y@7$#8! 13@ 24#S# O","21.04.1990","","4","8","24.08.2023 21:45:44"
"6664432290905","25.06.2020 15:36:41","YM40 NKV","03.04.2018 18:36:49","Audi","Model T","3680","Green","The side door, harboring a secret ambition to become a submarine hatch, decided to take a plunge into a nearby swimming pool but forgot to bring the car along for the ride.","TotalLoss","39716,83","14583,06","7504","#C! L@Y2!$4# 3@#1 4 4!M! D","12.12.1982","PETROL","6","3","24.08.2023 21:45:44"
"4669368930310","05.03.2019 15:49:38","AR49 AVT","14.04.2021 22:19:42","Honda","Durango","1855","Yellow","The exhaust pipe, in a moment of silliness, emitted bubbles instead of smoke, turning the car into a whimsical bubble-blowing machine on wheels.","TotalLoss","17591,03","40808,72","76908"," C $L!#Y!5#@5@#8! 36$7!@H C","10.07.2000","PETROL/ALCOHOL","3","7","24.08.2023 21:45:44"
"7544486104553","","AD18 CQH","19.12.2009 03:54:23","Smart","Beetle","1241","Orange","The rearview mirror, overwhelmed by its own reflection, decided to call it quits and pursue a career in existential philosophy.","Repair","40122,00","39719,89","80860","@#C#L! Y $5$ 8@#5!#6$!9#!1@ MJ","11.10.2004","ELECTRIC","3","8","24.08.2023 21:45:44"
"6436607333462","22.12.2020 07:32:33","MG99 ZKB","10.12.2005 06:52:09","Volkswagen","CX-9","3779","Pink","The side mirror, feeling mischievous, developed a sense of humor and reflected funny memes and jokes instead of the car's surroundings, providing endless entertainment for the car's occupants.","Repair","","40155,83","166697"," !CL Y$@2 7@!14!@3#0!IP","26.09.1954","DIESEL/MHEV","5","8","24.08.2023 21:45:44"
"2859965967830","07.12.2020 12:02:24","JZ56 OKF","08.08.2014 08:37:02","Volvo","LeBaron","2029","Brown","The radio, craving a career change, transformed into a stand-up comedian and entertained the passengers with hilarious one-liners and comedic sketches.","Repair","17789,74","4075,18","103507","#@C#L#@Y 2 3$@8#6 @2$ 0# M!$E","14.10.1958","DIESEL/ELECTRIC","0","2","24.08.2023 21:45:44"
"3327130051605","14.09.2021 22:22:43","AK76 VYF","01.10.2012 18:01:17","Land Rover","Explorer","1766","Blue","The sunroof, in a moment of rebellion, decided to moonlight as a starry night sky, projecting constellations and shooting stars on the car's ceiling.","TotalLoss","6521,36","43258,03","181916","C#$L#Y0 #1@$78 5#$2H Q","09.06.1972","DIESEL","6","7","24.08.2023 21:45:44"
"411508761055","","WG19 SNN","29.01.2014 05:55:43","Mazda","Model S","4275","Green","The air conditioning, in a mischievous act, emitted bursts of cool air in sync with the car's music, creating an impromptu wind machine effect for the car's occupants.","TotalLoss","45335,00","22510,68","86573"," $CL@Y#97 !2$!9 2# 4#@R@#I","17.10.1983","PETROL/ALCOHOL","4","9","24.08.2023 21:45:44"
"7139155061462","18.07.2021 03:59:36","JD42 QMB","27.11.2015 16:07:11","Jaguar","2","5124","Green","","TotalLoss/Repair","16444,75","44068,55","82616","#C #LY$#3$33! 6 @1 !3 !J@!I","03.01.1988","DIESEL/MHEV","6","4","24.08.2023 21:45:44"
"9839680212050","","TQ92 CVM","06.05.2004 05:08:34","BMW","CTS","3407","Indigo","The exhaust pipe, in a moment of silliness, emitted bursts of soap bubbles instead of smoke, turning the car into a magical bubble-generating machine.","TotalLoss/Repair","11104,81","12775,95","197086","$C! L! Y$#3@8@!1!#3!#3$ 9! T@#A","18.06.1983","DIESEL","2","6","24.08.2023 21:45:44"
"5808206642122","06.09.2019 21:47:45","BX00 GHK","21.10.2007 22:23:30","Toyota","Colorado","3552","Gray","The CD player, feeling nostalgic, transformed into a time machine and played only hits from past decades, turning the car into a rolling time capsule.","Repair","22667,79","8171,26","5201","#$C$#L$Y#6! 8 #3$ 8@!14@!V#!A","12.06.2004","ELECTRIC","5","7","24.08.2023 21:45:44"
"6675896075145","23.07.2019 01:20:13","ZP02 WAL","12.02.2005 17:12:48","Aston Martin","Escalade","3964","Magenta","The windshield wipers, determined to participate in the car's daily activities, developed a case of FOMO (Fear of Missing Out) and insisted on attending movies, concerts, and even first dates.","TotalLoss","46180,72","15278,99","","!C$L!Y# 09!@1@7@$9$ 4@$J@E","01.02.1987","DIESEL/ELECTRIC","0","3","24.08.2023 21:45:44"
"8936478662326","29.06.2022 05:21:56","OE18 IAQ","15.02.2007 12:55:15","Cadillac","Corvette","1416","Silver","The steering wheel, feeling extra lively, developed a dance mode and grooved to the beat of the car's favorite songs, turning the driver's hands into impromptu dancers.","Repair","38882,05","13065,24","","C @L!$Y$ 37$!4! 5 !0@ 6KS","25.12.2001","PETROL/LPG","0","8","24.08.2023 21:45:44"
"5481409888417","20.05.2019 21:35:23","OA55 JUD","16.10.2014 19:42:46","Honda","Durango","4903","Teal","The exhaust pipe, feeling like a master of disguise, emitted smoke in the shape of various animals and objects, turning the car into a playful smoke art gallery.","Repair","22991,60","36282,41","95249","$C !L@$Y0 #03 #5!@9#$8$ D#B","13.02.2001","PETROL/ALCOHOL","5","6","24.08.2023 21:45:44"
"5577758407929","12.07.2021 12:00:16","AT74 MBL","04.05.2006 22:26:25","Kia","Model S","3496","Gray","The hood ornament, in a moment of mischief, developed the ability to change its shape and transformed into a comical caricature of the car's owner.","TotalLoss","21533,98","46061,90","188937","C! L$!Y3#!0@$9#!2! 7$#5#$A!#I","11.12.1962","DIESEL/MHEV","4","6","24.08.2023 21:45:44"
"6901275509656","01.10.2021 23:28:32","ET23 POC","04.06.2019 09:06:50","Volkswagen","Grand Cherokee","3545","Black","The rearview mirror, tired of reflecting on its existence, decided to enroll in a philosophy class and ponder the meaning of 'objects in the mirror may be closer than they appear.'","Repair","37781,53","43195,35","19998","!#C!L#@Y$@4@ 0#6@4$@4 7$#LT","","PETROL/ALCOHOL","2","2","24.08.2023 21:45:44"
"4224838546046","24.11.2022 15:29:58","GN40 ZLM","27.03.2012 16:24:23","Rolls Royce","V90","5954","Yellow","The hood ornament, in a moment of artistic expression, transformed into a miniature gallery and showcased rotating exhibits of tiny sculptures and paintings.","TotalLoss/Repair","32828,02","5186,34","141794","@C !L@$Y$ 8!#5 #4!5 !3!$9HQ","18.05.1970","PETROL/LPG","6","7","24.08.2023 21:45:44"
"1394597878466","23.02.2021 13:48:12","WU51 ERX","05.11.2013 07:21:33","Kia","Model 3","1413","Orange","The rear seat, longing for a more comfortable experience, transformed into a plush recliner that threatened to lull the car's occupants into a deep sleep during every journey.","Repair","8711,80","32377,77",""," #C #L!#Y6911# 6 7!L@P","01.10.1969","DIESEL/MHEV","4","6","24.08.2023 21:45:44"
"7239105788815","04.03.2021 18:56:14","TV85 YDP","06.01.2019 23:20:11","Dodge","Countach","1346","Silver","The cup holder, fed up with mediocre beverages, joined a biker gang in search of the ultimate caffeine thrill.","TotalLoss","40296,84","20904,60","42324","C #LY#2$ 8!$1$ 13$ 8!#C!U","16.08.1975","DIESEL/MHEV","3","9","24.08.2023 21:45:44"
"9375744574803","10.05.2023 22:36:21","ZD82 KIS","31.07.2015 17:56:57","Tesla","A8","3647","Green","The windshield wipers, after a particularly intense rainstorm, developed a case of post-traumatic stress disorder and refused to touch a drop of water ever again.","Repair","31777,07","34967,18","6685","!@C!@L !Y@#3!$35# 9! 2#@5#$N@!Q","15.10.1966","DIESEL","2","3","24.08.2023 21:45:44"
"5706615223629","12.12.2018 01:01:31","MA80 URQ","11.07.2006 07:40:29","Bentley","Volt","6128","Brown","The sunroof, in a moment of rebellion, decided to take a nap and refused to open, leaving the car's occupants baffled and sunroof-less.","Repair","22920,52","","146525","#$C $L @Y#7#7#$4 !75! 2$#R $E","09.11.1992","PETROL/LPG","3","6","24.08.2023 21:45:44"
"6484295374633","","EQ97 JMI","23.02.2021 14:22:21","Porsche","Camry","2993","Indigo","The glove compartment, feeling like a treasure trove, produced an endless supply of amusing trinkets and novelty items, bringing endless entertainment to the car's occupants.","TotalLoss","34761,60","43010,20","1518","!#C! L !Y#@3@$28@!51@!5$!Y! T","28.05.1992","PETROL","6","7","24.08.2023 21:45:44"
"1848272756117","02.02.2022 12:17:24","SM49 HQS","08.09.2021 04:19:50","Porsche","Colorado","4692","Indigo","The windshield wipers, exhausted by their daily duties, formed a union and demanded a vacation to a tropical rainforest for some well-deserved R&R.","TotalLoss","42868,97","11981,34","33416","C #LY# 0 $3 4@!3!$4#@1!$Z!$G","27.01.1987","DIESEL/ELECTRIC","2","7","24.08.2023 21:45:44"
"8755043910142","","XA00 OMK","30.01.2010 16:11:55","Volkswagen","Focus","6040","Cyan","The steering wheel, in a moment of eccentricity, sprouted additional arms and challenged the car's occupants to a synchronized steering performance, requiring coordination and skill.","TotalLoss","34878,80","36957,91","10866"," @C#@L$Y$#7$@5$@0@$5@!5 #9!V#D","26.12.1954","PETROL","2","9","24.08.2023 21:45:44"
"2594249015012","27.02.2019 21:57:42","DO51 GFP","03.05.2005 07:39:13","Smart","Camaro","1715","Teal","The rearview mirror, tired of being constantly judged, decided to launch a campaign promoting self-love and body positivity for mirrors everywhere.","TotalLoss/Repair","37650,61","24093,86","7513","#!C@ L@Y$@3 !760!$0#!1$F$!F","25.02.1987","PETROL","4","5","24.08.2023 21:45:44"
"323925761027","09.02.2020 06:52:50","YB98 FUA","20.04.2009 01:02:13","Aston Martin","2","1007","Indigo","The CD player, in a rebellious act, decided to replace all the CDs with audiobooks of classic literature, turning every drive into a literary journey.","TotalLoss/Repair","35768,81","40772,95","81278","!$C$ L#$Y$@7! 86#@7@!7$ 8 !V$ M","19.07.1984","DIESEL","6","7","24.08.2023 21:45:44"
"1643044561981","28.10.2019 03:48:29","PY90 QXE","10.04.2004 17:54:46","Lamborghini","Spyder","993","Red","The windshield wipers, in a bid for fame, formed a synchronized dance group and auditioned for a reality show, leaving the car's occupants both entertained and perplexed.","TotalLoss/Repair","42852,76","6200,10","","# C@!L$ Y!#2!#26!@4#$65$@C !H","08.04.2001","DIESEL/ELECTRIC","","3","24.08.2023 21:45:44"
"805152881299","23.04.2021 09:27:21","VS27 TGI","27.08.2008 23:31:53","Chevrolet","2","3129","Indigo","The CD player, in a moment of spontaneity, played random sound effects at unexpected moments, turning the car's interior into a symphony of surprises.","TotalLoss","48439,70","2938,50","56590","C$L$ Y4!@9#@5@!3#!4#$0 GG","03.02.2005","PETROL/ALCOHOL","0","7","24.08.2023 21:45:44"
"5801504733960","","IZ36 MYM","21.12.2017 08:09:29","Mazda","PT Cruiser","6072","Green","The exhaust pipe, embracing its inner DJ, emitted rhythmic beats and turned the car into a mobile dance party on wheels.","TotalLoss","18739,61","45564,79","94908"," $CL! Y09 !4@#5 #9@!2@ DV","22.05.1996","DIESEL/MHEV","6","8","24.08.2023 21:45:44"
"9246336948398","24.04.2020 05:55:59","NV76 WUN","16.03.2019 17:05:45","Toyota","Escalade","6243","Black","The side mirror, in a moment of mimicry, began imitating the gestures and expressions of the car's occupants, providing a comical mirror image during drives.","Repair","7132,69","28779,05","187839","# C# L #Y !2$!3!@5691@#Z $Y","28.09.1970","PETROL","2","5","24.08.2023 21:45:44"
"4530723978801","04.03.2019 18:48:09","","31.01.2010 12:34:02","Rolls Royce","Sentra","5149","Magenta","The CD player, in a bid for musical diversity, played songs from random genres with hilarious transitions, turning the car's sound system into a surprise jukebox.","TotalLoss/Repair","11053,75","2567,97","165327"," $CLY$9#@3@$4!@8 @7$#2 Q!@I","","PETROL/ELECTRIC","5","8","24.08.2023 21:45:44"
"5385863901731","16.07.2022 15:41:38","VD58 YHC","23.06.2020 08:23:54","Maserati","Civic","4957","Yellow","The exhaust pipe, feeling like a superhero, emitted smoke signals that formed intricate shapes and messages in the sky, dazzling witnesses with its smoke art.","TotalLoss/Repair","17577,58","18371,13","150042","$C@ LY@4$#3$@9@!3!9 $1 $DZ","07.04.1992","PETROL/ELECTRIC","0","7","24.08.2023 21:45:44"
"7411691089258","22.10.2018 15:08:12","SD77 SLO","19.02.2008 10:57:34","Porsche","LeBaron","4309","Gray","The windshield wipers, in a moment of rebellion, developed a synchronized singing act and serenaded the car's occupants with catchy tunes during rainy drives.","TotalLoss/Repair","38149,69","44109,54","","! C$L@ Y0@!1@$6 #28$@2I$ I","28.05.2002","DIESEL/MHEV","5","6","24.08.2023 21:45:44"
"7589794335609","13.03.2021 08:35:37","VD62 ZMC","22.09.2012 22:30:44","Tesla","Impala","2099","Magenta","The CD player, in an attempt to upgrade to the digital age, spontaneously combusted in a musical explosion of outdated hits.","TotalLoss","14301,91","6127,96","26040","#@C #LY#6 #2#!4 $9!@70R @Y","27.12.1986","PETROL","5","3","24.08.2023 21:45:44"
"9966343444425","26.01.2022 05:40:19","IK46 EAN","20.02.2013 23:16:17","Chevrolet","XTS","5200","Silver","The rearview mirror, feeling like a life coach, provided affirmations and motivational speeches to boost the car's occupants' self-confidence during their journeys.","TotalLoss","34452,81","27423,72","164668","C@#LY$8$@5@#2 @3!@8@4!#NW","21.11.1992","DIESEL","5","5","24.08.2023 21:45:44"
